sentence,label,clean_text,sentiment
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",0,web user click link contained mail find bogus site imitates bank retrieves personal banking data,Negative
Viking Line has canceled some services .,0,viking line canceled service,Negative
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",1,z bavelloni long standing md dino bavelloni retired end,Neutral
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1,trying deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news,Neutral
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",2,neste oil responded challenge posed european union target biofuels accounting traffic fuel usage eu developing nexbtl technology producing diesel fuel renewables federation said,Positive
"`` Soon after , the collisions started . ''",1,soon collision started,Neutral
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1,biggest challenge make piece look raw hansen said,Neutral
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,1,rest week taping jimmy kimmel live canceled back foot,Neutral
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",0,issue thief stealing building site said mr smith,Negative
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",1,license agreement nokia corp part expires april,Neutral
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,0,november finnish office furniture maker martela oyj hel mara said today make redundant three people nine laid permanently company office staff factory worker,Negative
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,january finnish medium company alma medium corporation hel aln v said today online recruitment service monster oy partner local newspaper publisher suomen lehtiyhtyma listing job advertisement,Neutral
A 2001 agreement expired earlier this month .,1,agreement expired earlier month,Neutral
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1,month ago teva vice chairman phillip frost marathon venture capital fund tase mara sold protalix share,Neutral
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",0,chuck smith laid may housing consultant job wife cut spending half family six rely wife income alone,Negative
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1,split company would series share series k share,Neutral
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",1,transaction herttaassa holding alma medium fallen flagging limit,Neutral
And Ogden reportedly will shell out $ 4.2 million .,1,ogden reportedly shell million,Neutral
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",1,p eastern time block contract changed hand bid price,Neutral
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0,belarus oao lidskoe pivo brewery based grodno region reported decrease output million decaliter january march representative administration company told,Negative
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1,boomeranger boat oy specialises boat building design manufacture sell customised rigid inflatable boat rib primarily baltic sea market,Neutral
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",1,cramo manager jarmo laasanen said hiring equipment machinery lithuania differs baltic country lithuania still many public structure road bridge airport shop built,Neutral
